,text,state,date,star,hp_data
0,Very poor cooling,"Certified Buyer, Darbhanga",1 month ago,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
1,Not good product,"Certified Buyer, Bangarapet",2 months ago,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
2,Worst experience to buy filp kart... over heating issue on refrigerator panel and when the power went out suddenly water came out of my freezer,"Certified Buyer, Coimbatore",5 months ago,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
3,"Worst quality wast of money, no return option","Certified Buyer, Tirupati",6 months ago,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
4,Refrigerator base not fitting properly,"Certified Buyer, Noida",6 months ago,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
5,Silent operation fridge not silent operating only 3days bought,"Certified Buyer, Bengaluru",7 months ago,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
6,Current is descending in the frame,"Certified Buyer, Pratapgarh District",7 months ago,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
7,"Wrost products from Flipkart,","Certified Buyer, Chandipur Maldah District",8 months ago,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
8,Size is very small,"Certified Buyer, Bengaluru",8 months ago,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
9,Very small size,"Certified Buyer, Khandapada",9 months ago,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
10,I don't like that. small refrigerator loss of money,"Certified Buyer, Krishna District",9 months ago,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
11,"Base drawer was missing and Flipkart says they are not responsible for it as it was a open box delivery.. When a part of the product is missing and they are not responsible, whom do customer has to contact?","Certified Buyer, Vizianagaram District",10 months ago,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
12,Waste product getting to loud sound,"Certified Buyer, Chittoor District",10 months ago,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
13,Average,"Certified Buyer, Tiruvannamalai District",10 months ago,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
14,Awesome,"Certified Buyer, Ghaziabad",10 months ago,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
15,Noisy ...so please think twice before taking,"Certified Buyer, Ahmedabad","Aug, 2023",1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
16,"Not satisfied refrigerator need to return
Very small accessories","Certified Buyer, Kolar","Aug, 2023",1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
17,3month cool problem tecnition no reply worrest product,"Certified Buyer, Hyderabad","Jul, 2023",1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
18,Noise coming,"Certified Buyer, The Nilgiris","Jul, 2023",1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
19,"Worst Product Don't Buy, Compressor not working properly and It's available on cheaper price on other marketplaces.","Certified Buyer, Chapra","Apr, 2023",1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
20,"Design is average, fit and finish are just fine. The defrost water tray is fixed and it is difficult to remove the water. Cooling power is just average. Not value for money. Disappointed!","Certified Buyer, Bodinayakanur","Apr, 2023",1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
21,"Good.
But with indoor space I am not satisfy.
The indoor space is Small..
Main point LG refrigerator boday toooooooooooo low quality.","Certified Buyer, Agartala","May, 2023",2,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
22,Need quality Improve,"Certified Buyer, Sultanpur",13 days ago,2,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
23,"Bad quality products delivery 🚚🚚🚚, and costumer time west","Certified Buyer, Rewa",2 months ago,2,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
24,In fridge Light is gone and not cooling perfectly.,"Certified Buyer, Suryapet District",5 months ago,2,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
25,Inside arrangement and vegetable tray size is comparatively small.,"Certified Buyer, Bhubaneswar",9 months ago,2,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
26,"I purchased an LG refrigerator from Flipkart, and I must say that the body quality is disappointing. It feels very flimsy. The base tray quality reminds me of a footpath lunch basket, but the performance is acceptable. LG refrigerators don't seem to match their quality from before, and their strength is noticeably weaker these days.","Certified Buyer, Bangalore Division",9 months ago,2,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
27,Not Value For Money,"Certified Buyer, Lataguri","Mar, 2023",2,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
28,Consume more electricity,"Certified Buyer, West Godavari District","Aug, 2023",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
29,Product was Little bit defected on left side....not satisfied with the size..,"Certified Buyer, Patna","Apr, 2023",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
30,"Product is Ok for small family and regular usage.
Heat is coming from door and side panel sometimes.
There was a sound coming out constantly and so booked a technician via LG Customer Care and found that this was due to touching of two pipes and he stated that this might happen due to movement in transport. After adjusting the pipe the sound stopped.","Certified Buyer, Muthur",9 days ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
31,its very good 💯 can't to buy,"Certified Buyer, Chilakaluripet",27 days ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
32,Good,"Certified Buyer, Prakasam District",1 month ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
33,Good,"Certified Buyer, Kolathur",1 month ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
34,Good,"Certified Buyer, Lucknow Division",2 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
35,Superb,"Certified Buyer, Bhokar",4 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
36,Ok,"Certified Buyer, Srikakulam District",4 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
37,Not as expected but quit good,"Certified Buyer, Bangarapet",5 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
38,Not bad,"Certified Buyer, Visakhapatnam District",5 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
39,"Seller is not good, but the product is worth money","Certified Buyer, Ozar",5 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
40,Good,"Certified Buyer, Sri Potti Sriramulu Nellore District",7 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
41,From inside tik tik noise will come while of and on time,"Certified Buyer, Cuttack District",7 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
42,Quality metrial very delicet,"Certified Buyer, East Godavari District",7 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
43,Good,"Certified Buyer, Purba Bardhaman District",7 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
44,Good,"Certified Buyer, Chennai",8 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
45,Ok not bad,"Certified Buyer, East Godavari District",8 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
46,Good 👍,"Certified Buyer, Nagpur District",9 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
47,Overall good product.... Product hight is slightly small....,"Certified Buyer, Malkangiri",9 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
48,I think price is little high,"Certified Buyer, Nayagarh District",9 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
49,Good,"Certified Buyer, Chennai",9 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
50,Build quality is very cheap,"Certified Buyer, Gurugram",9 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
51,Nice refrigerator,"Certified Buyer, Ambedkar Nagar District",9 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
52,Nice,"Certified Buyer, Bobbili",10 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
53,Super 🥳🔥,"Certified Buyer, Visakhapatnam District",10 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
54,Satisfied with the product but there are some issues which need to be fixed.,"Certified Buyer, Hyderabad",10 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
55,Very very good product. I am happy.🙂,"Certified Buyer, Barjora",10 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
56,Average,"Certified Buyer, Thane",11 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
57,Nahi good,"Certified Buyer, Gurugram","Aug, 2023",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
58,Good bur water leakage problem,"Certified Buyer, Nalanda District","Aug, 2023",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
59,Sound problem,"Certified Buyer, Maldah District","Aug, 2023",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
60,Good product,"Certified Buyer, Lalganj","Aug, 2023",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
61,Product is very good morning,"Certified Buyer, Siwan District","Aug, 2023",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
62,Refrigerator is good but the delivery person's behaviour is very poor.,"Certified Buyer, Noida","Aug, 2023",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
63,Beat the day of the day of the day of the,"Certified Buyer, Maharajganj","Jul, 2023",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
64,Good,"Certified Buyer, Visakhapatanam","Jul, 2023",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
65,Super,"Certified Buyer, Namakkal District","Jun, 2023",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
66,Nice,"Certified Buyer, Samalkota","Feb, 2023",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
67,Good product value for money..,"Certified Buyer, Pudukkottai","May, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
68,Good,"Certified Buyer, Krishna District",11 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
69,"Everything is very well poised in terms of utility and design of the refrigerator fantastically executed keeping in mind the need of a very small family. I only have one complain regarding the crispier basket, should have been a little bigger.","Certified Buyer, Kolkata","May, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
70,Good product,"Certified Buyer, Jodhpur","Mar, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
71,Best product 😄😄 Cooling very faster,"Certified Buyer, Moradabad",8 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
72,Over all very good performance,"Certified Buyer, Darbhanga",10 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
73,Good,"Certified Buyer, Chennai",11 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
74,It's good,"Certified Buyer, Allahabad",9 days ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
75,Happy,"Certified Buyer, Jogulamba District",20 days ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
76,"The product is satisfactory, this review is based on 3months usage","Certified Buyer, Krishna District",30 days ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
77,Good,"Certified Buyer, Chittoor District",1 month ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
78,Best than other brand,"Certified Buyer, Nawada District",1 month ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
79,Good,"Certified Buyer, Aiho",1 month ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
80,NICE PRODUCT,"Certified Buyer, Valsad",1 month ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
81,Value of money. Excellent 👍,"Certified Buyer, Chaubepur Kanpur Nagar",2 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
82,"Almost good and better, 🤞🤞🤞🤞","Certified Buyer, Nayagarh",2 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
83,good product,"Certified Buyer, Jamnagar",2 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
84,Good,"Certified Buyer, Takhlibilar Pathar",3 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
85,Good,"Certified Buyer, Cachar District",3 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
86,Nice,"Certified Buyer, Visakhapatnam District",3 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
87,Superb product,"Certified Buyer, Nabarangapur District",3 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
88,Good,"Certified Buyer, Erode",4 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
89,Good product,"Certified Buyer, Jhajha",4 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
90,Good,"Certified Buyer, Dehri",4 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
91,Good,"Certified Buyer, Sultanpur District",4 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
92,Good,"Certified Buyer, Coimbatore",4 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
93,Awesome,"Certified Buyer, Bara Banki District",4 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
94,Good,"Certified Buyer, Anantapur District",4 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
95,Good,"Certified Buyer, Pakri Dayal",4 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
96,Good,"Certified Buyer, Thiruvarpu",4 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
97,Silent operation. Good for small family.,"Certified Buyer, Papum Pare District",4 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
98,Nice,"Certified Buyer, Bodh Gaya",4 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
99,Best product under 15k,"Certified Buyer, Sitamarhi",5 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making  (Blue Charm, GL-D201ABCU)"
100,"I want to give 1/2 stars but there is no option. Within 50 days of purchase, the refrigerator stopped working. Neither FlipKart nor LG are interested in solving my problem. My refrigerator is now used as a storage box.","Certified Buyer, New Delhi",10 months ago,1,"LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor  (Blue Euphoria, GL-D199OBEY)"
101,Don't touch big items Flipkart waste service,"Certified Buyer, Chirala",2 months ago,1,"LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor  (Blue Euphoria, GL-D199OBEY)"
102,Very bad product,"Certified Buyer, Jamshedpur",3 months ago,1,"LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor  (Blue Euphoria, GL-D199OBEY)"
103,Everyday sounds aathe hai.waste ofmoney,"Certified Buyer, East Godavari District",4 months ago,1,"LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor  (Blue Euphoria, GL-D199OBEY)"
104,"Very very very poor quality
Hlw gyes Don't buy this product because
Doesn't cooling this refrigerator and very very very small","Certified Buyer, Byasanagar",4 months ago,1,"LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor  (Blue Euphoria, GL-D199OBEY)"
105,Damage product,"Certified Buyer, Ahmedabad",6 months ago,1,"LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor  (Blue Euphoria, GL-D199OBEY)"
106,"Sir, this fridge is 3 months old.","Certified Buyer, Bengaluru",6 months ago,1,"LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor  (Blue Euphoria, GL-D199OBEY)"
107,The dimensions mentioned on Flipkart and the product I received had different dimensions. I have requested several times to return this product as the dimensions mentioned on the Flipkart website were wrong. But I didn't receive any support.,"Certified Buyer, Teleni Para",8 months ago,1,"LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor  (Blue Euphoria, GL-D199OBEY)"
108,Very bad product. Always dropping water.,"Certified Buyer, Kulti",9 months ago,1,"LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor  (Blue Euphoria, GL-D199OBEY)"
109,"Delivery guys attitude need to be changed....otherwise customer will not happy........

After using 10days updating the review

The product not good as mentioned in leble power consumption 150 per year but it's consuming per day 2 units that means per year consumption is 720+ units ...very bad product","Certified Buyer, Guntur District",10 months ago,1,"LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor  (Blue Euphoria, GL-D199OBEY)"
110,"There is no vegetable basket ,there is no key and user manual,waste of money 😠😠😠😠😠","Certified Buyer, Tumakuru","Jun, 2023",1,"LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor  (Blue Euphoria, GL-D199OBEY)"
111,Not good choice,"Certified Buyer, Coimbatore","Jun, 2023",1,"LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor  (Blue Euphoria, GL-D199OBEY)"
112,"Waste product ... don't buy this product.... Return policy not accepting...
I can't expect this type product from LG company","Certified Buyer, Bellary",3 months ago,2,"LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor  (Blue Euphoria, GL-D199OBEY)"
113,More heat only,"Certified Buyer, Theni District",3 months ago,2,"LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor  (Blue Euphoria, GL-D199OBEY)"
114,Ok ok,"Certified Buyer, Jehanabad District",5 months ago,2,"LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor  (Blue Euphoria, GL-D199OBEY)"
115,The parts are not perfect placed in The fridge .they are fixed loose,"Certified Buyer, Anantapur",8 months ago,2,"LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor  (Blue Euphoria, GL-D199OBEY)"
116,Good product,"Certified Buyer, Patan","Jun, 2023",2,"LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor  (Blue Euphoria, GL-D199OBEY)"
117,Old model,"Certified Buyer, Khaga",28 days ago,3,"LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor  (Blue Euphoria, GL-D199OBEY)"
