,text,star,hp_data,city,transformed_date,product_num,state
0,Very poor cooling,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Darbhanga,"Jul, 2024","Blue Charm, GL-D201ABCU",Darbhanga
1,Not good product,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Bangarapet,"Jun, 2024","Blue Charm, GL-D201ABCU",Bangarapet
2,Worst experience to buy filp kart... over heating issue on refrigerator panel and when the power went out suddenly water came out of my freezer,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Coimbatore,"Mar, 2024","Blue Charm, GL-D201ABCU",Coimbatore
3,"Worst quality wast of money, no return option",1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Tirupati,"Feb, 2024","Blue Charm, GL-D201ABCU",Tirupati
4,Refrigerator base not fitting properly,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Noida,"Feb, 2024","Blue Charm, GL-D201ABCU",Noida
5,Silent operation fridge not silent operating only 3days bought,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Bengaluru,"Jan, 2024","Blue Charm, GL-D201ABCU",Bengaluru
6,Current is descending in the frame,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Pratapgarh District,"Jan, 2024","Blue Charm, GL-D201ABCU",Pratapgarh District
7,"Wrost products from Flipkart,",1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Chandipur Maldah District,"Dec, 2023","Blue Charm, GL-D201ABCU",Chandipur Maldah District
8,Size is very small,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Bengaluru,"Dec, 2023","Blue Charm, GL-D201ABCU",Bengaluru
9,Very small size,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Khandapada,"Nov, 2023","Blue Charm, GL-D201ABCU",Khandapada
10,I don't like that. small refrigerator loss of money,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Krishna District,"Nov, 2023","Blue Charm, GL-D201ABCU",Krishna District
11,"Base drawer was missing and Flipkart says they are not responsible for it as it was a open box delivery.. When a part of the product is missing and they are not responsible, whom do customer has to contact?",1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Vizianagaram District,"Oct, 2023","Blue Charm, GL-D201ABCU",Vizianagaram District
12,Waste product getting to loud sound,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Chittoor District,"Oct, 2023","Blue Charm, GL-D201ABCU",Chittoor District
13,Average,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Tiruvannamalai District,"Oct, 2023","Blue Charm, GL-D201ABCU",Tiruvannamalai District
14,Awesome,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Ghaziabad,"Oct, 2023","Blue Charm, GL-D201ABCU",Ghaziabad
15,Noisy ...so please think twice before taking,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Ahmedabad,"Aug, 2023","Blue Charm, GL-D201ABCU",Ahmedabad
16,"Not satisfied refrigerator need to return
Very small accessories",1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Kolar,"Aug, 2023","Blue Charm, GL-D201ABCU",Kolar
17,3month cool problem tecnition no reply worrest product,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Hyderabad,"Jul, 2023","Blue Charm, GL-D201ABCU",Hyderabad
18,Noise coming,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",The Nilgiris,"Jul, 2023","Blue Charm, GL-D201ABCU",The Nilgiris
19,"Worst Product Don't Buy, Compressor not working properly and It's available on cheaper price on other marketplaces.",1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Chapra,"Apr, 2023","Blue Charm, GL-D201ABCU",Chapra
20,"Design is average, fit and finish are just fine. The defrost water tray is fixed and it is difficult to remove the water. Cooling power is just average. Not value for money. Disappointed!",1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Bodinayakanur,"Apr, 2023","Blue Charm, GL-D201ABCU",Bodinayakanur
21,"Good.
But with indoor space I am not satisfy.
The indoor space is Small..
Main point LG refrigerator boday toooooooooooo low quality.",2,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Agartala,"May, 2023","Blue Charm, GL-D201ABCU",Agartala
22,Need quality Improve,2,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Sultanpur,"Aug, 2024","Blue Charm, GL-D201ABCU",Sultanpur
23,"Bad quality products delivery 🚚🚚🚚, and costumer time west",2,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Rewa,"Jun, 2024","Blue Charm, GL-D201ABCU",Rewa
24,In fridge Light is gone and not cooling perfectly.,2,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Suryapet District,"Mar, 2024","Blue Charm, GL-D201ABCU",Suryapet District
25,Inside arrangement and vegetable tray size is comparatively small.,2,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Bhubaneswar,"Nov, 2023","Blue Charm, GL-D201ABCU",Bhubaneswar
26,"I purchased an LG refrigerator from Flipkart, and I must say that the body quality is disappointing. It feels very flimsy. The base tray quality reminds me of a footpath lunch basket, but the performance is acceptable. LG refrigerators don't seem to match their quality from before, and their strength is noticeably weaker these days.",2,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Bangalore Division,"Nov, 2023","Blue Charm, GL-D201ABCU",Bangalore Division
27,Not Value For Money,2,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Lataguri,"Mar, 2023","Blue Charm, GL-D201ABCU",Lataguri
28,Consume more electricity,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",West Godavari District,"Aug, 2023","Blue Charm, GL-D201ABCU",West Godavari District
29,Product was Little bit defected on left side....not satisfied with the size..,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Patna,"Apr, 2023","Blue Charm, GL-D201ABCU",Patna
30,"Product is Ok for small family and regular usage.
Heat is coming from door and side panel sometimes.
There was a sound coming out constantly and so booked a technician via LG Customer Care and found that this was due to touching of two pipes and he stated that this might happen due to movement in transport. After adjusting the pipe the sound stopped.",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Muthur,"Aug, 2024","Blue Charm, GL-D201ABCU",Muthur
31,its very good 💯 can't to buy,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Chilakaluripet,"Aug, 2024","Blue Charm, GL-D201ABCU",Chilakaluripet
32,Good,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Prakasam District,"Jul, 2024","Blue Charm, GL-D201ABCU",Prakasam District
33,Good,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Kolathur,"Jul, 2024","Blue Charm, GL-D201ABCU",Kolathur
34,Good,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Lucknow Division,"Jun, 2024","Blue Charm, GL-D201ABCU",Lucknow Division
35,Superb,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Bhokar,"Apr, 2024","Blue Charm, GL-D201ABCU",Bhokar
36,Ok,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Srikakulam District,"Apr, 2024","Blue Charm, GL-D201ABCU",Srikakulam District
37,Not as expected but quit good,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Bangarapet,"Mar, 2024","Blue Charm, GL-D201ABCU",Bangarapet
38,Not bad,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Visakhapatnam District,"Mar, 2024","Blue Charm, GL-D201ABCU",Visakhapatnam District
39,"Seller is not good, but the product is worth money",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Ozar,"Mar, 2024","Blue Charm, GL-D201ABCU",Ozar
40,Good,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Sri Potti Sriramulu Nellore District,"Jan, 2024","Blue Charm, GL-D201ABCU",Sri Potti Sriramulu Nellore District
41,From inside tik tik noise will come while of and on time,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Cuttack District,"Jan, 2024","Blue Charm, GL-D201ABCU",Cuttack District
42,Quality metrial very delicet,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",East Godavari District,"Jan, 2024","Blue Charm, GL-D201ABCU",East Godavari District
43,Good,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Purba Bardhaman District,"Jan, 2024","Blue Charm, GL-D201ABCU",Purba Bardhaman District
44,Good,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Chennai,"Dec, 2023","Blue Charm, GL-D201ABCU",Chennai
45,Ok not bad,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",East Godavari District,"Dec, 2023","Blue Charm, GL-D201ABCU",East Godavari District
46,Good 👍,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Nagpur District,"Nov, 2023","Blue Charm, GL-D201ABCU",Nagpur District
47,Overall good product.... Product hight is slightly small....,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Malkangiri,"Nov, 2023","Blue Charm, GL-D201ABCU",Malkangiri
48,I think price is little high,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Nayagarh District,"Nov, 2023","Blue Charm, GL-D201ABCU",Nayagarh District
49,Good,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Chennai,"Nov, 2023","Blue Charm, GL-D201ABCU",Chennai
50,Build quality is very cheap,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Gurugram,"Nov, 2023","Blue Charm, GL-D201ABCU",Gurugram
51,Nice refrigerator,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Ambedkar Nagar District,"Nov, 2023","Blue Charm, GL-D201ABCU",Ambedkar Nagar District
52,Nice,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Bobbili,"Oct, 2023","Blue Charm, GL-D201ABCU",Bobbili
53,Super 🥳🔥,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Visakhapatnam District,"Oct, 2023","Blue Charm, GL-D201ABCU",Visakhapatnam District
54,Satisfied with the product but there are some issues which need to be fixed.,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Hyderabad,"Oct, 2023","Blue Charm, GL-D201ABCU",Hyderabad
55,Very very good product. I am happy.🙂,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Barjora,"Oct, 2023","Blue Charm, GL-D201ABCU",Barjora
56,Average,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Thane,"Sep, 2023","Blue Charm, GL-D201ABCU",Thane
57,Nahi good,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Gurugram,"Aug, 2023","Blue Charm, GL-D201ABCU",Gurugram
58,Good bur water leakage problem,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Nalanda District,"Aug, 2023","Blue Charm, GL-D201ABCU",Nalanda District
59,Sound problem,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Maldah District,"Aug, 2023","Blue Charm, GL-D201ABCU",Maldah District
60,Good product,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Lalganj,"Aug, 2023","Blue Charm, GL-D201ABCU",Lalganj
61,Product is very good morning,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Siwan District,"Aug, 2023","Blue Charm, GL-D201ABCU",Siwan District
62,Refrigerator is good but the delivery person's behaviour is very poor.,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Noida,"Aug, 2023","Blue Charm, GL-D201ABCU",Noida
63,Beat the day of the day of the day of the,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Maharajganj,"Jul, 2023","Blue Charm, GL-D201ABCU",Maharajganj
64,Good,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Visakhapatanam,"Jul, 2023","Blue Charm, GL-D201ABCU",Visakhapatanam
65,Super,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Namakkal District,"Jun, 2023","Blue Charm, GL-D201ABCU",Namakkal District
66,Nice,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Samalkota,"Feb, 2023","Blue Charm, GL-D201ABCU",Samalkota
67,Good product value for money..,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Pudukkottai,"May, 2023","Blue Charm, GL-D201ABCU",Pudukkottai
68,Good,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Krishna District,"Sep, 2023","Blue Charm, GL-D201ABCU",Krishna District
69,"Everything is very well poised in terms of utility and design of the refrigerator fantastically executed keeping in mind the need of a very small family. I only have one complain regarding the crispier basket, should have been a little bigger.",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Kolkata,"May, 2023","Blue Charm, GL-D201ABCU",Kolkata
70,Good product,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Jodhpur,"Mar, 2023","Blue Charm, GL-D201ABCU",Jodhpur
71,Best product 😄😄 Cooling very faster,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Moradabad,"Dec, 2023","Blue Charm, GL-D201ABCU",Moradabad
72,Over all very good performance,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Darbhanga,"Oct, 2023","Blue Charm, GL-D201ABCU",Darbhanga
73,Good,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Chennai,"Sep, 2023","Blue Charm, GL-D201ABCU",Chennai
74,It's good,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Allahabad,"Aug, 2024","Blue Charm, GL-D201ABCU",Allahabad
75,Happy,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Jogulamba District,"Aug, 2024","Blue Charm, GL-D201ABCU",Jogulamba District
76,"The product is satisfactory, this review is based on 3months usage",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Krishna District,"Jul, 2024","Blue Charm, GL-D201ABCU",Krishna District
77,Good,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Chittoor District,"Jul, 2024","Blue Charm, GL-D201ABCU",Chittoor District
78,Best than other brand,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Nawada District,"Jul, 2024","Blue Charm, GL-D201ABCU",Nawada District
79,Good,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Aiho,"Jul, 2024","Blue Charm, GL-D201ABCU",Aiho
80,NICE PRODUCT,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Valsad,"Jul, 2024","Blue Charm, GL-D201ABCU",Valsad
81,Value of money. Excellent 👍,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Chaubepur Kanpur Nagar,"Jun, 2024","Blue Charm, GL-D201ABCU",Chaubepur Kanpur Nagar
82,"Almost good and better, 🤞🤞🤞🤞",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Nayagarh,"Jun, 2024","Blue Charm, GL-D201ABCU",Nayagarh
83,good product,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Jamnagar,"Jun, 2024","Blue Charm, GL-D201ABCU",Jamnagar
84,Good,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Takhlibilar Pathar,"May, 2024","Blue Charm, GL-D201ABCU",Takhlibilar Pathar
85,Good,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Cachar District,"May, 2024","Blue Charm, GL-D201ABCU",Cachar District
86,Nice,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Visakhapatnam District,"May, 2024","Blue Charm, GL-D201ABCU",Visakhapatnam District
87,Superb product,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Nabarangapur District,"May, 2024","Blue Charm, GL-D201ABCU",Nabarangapur District
88,Good,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Erode,"Apr, 2024","Blue Charm, GL-D201ABCU",Erode
89,Good product,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Jhajha,"Apr, 2024","Blue Charm, GL-D201ABCU",Jhajha
90,Good,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Dehri,"Apr, 2024","Blue Charm, GL-D201ABCU",Dehri
91,Good,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Sultanpur District,"Apr, 2024","Blue Charm, GL-D201ABCU",Sultanpur District
92,Good,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Coimbatore,"Apr, 2024","Blue Charm, GL-D201ABCU",Coimbatore
93,Awesome,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Bara Banki District,"Apr, 2024","Blue Charm, GL-D201ABCU",Bara Banki District
94,Good,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Anantapur District,"Apr, 2024","Blue Charm, GL-D201ABCU",Anantapur District
95,Good,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Pakri Dayal,"Apr, 2024","Blue Charm, GL-D201ABCU",Pakri Dayal
96,Good,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Thiruvarpu,"Apr, 2024","Blue Charm, GL-D201ABCU",Thiruvarpu
97,Silent operation. Good for small family.,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Papum Pare District,"Apr, 2024","Blue Charm, GL-D201ABCU",Papum Pare District
98,Nice,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Bodh Gaya,"Apr, 2024","Blue Charm, GL-D201ABCU",Bodh Gaya
99,Best product under 15k,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Fast Ice Making",Sitamarhi,"Mar, 2024","Blue Charm, GL-D201ABCU",Sitamarhi
100,"I want to give 1/2 stars but there is no option. Within 50 days of purchase, the refrigerator stopped working. Neither FlipKart nor LG are interested in solving my problem. My refrigerator is now used as a storage box.",1,LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor,New Delhi,"Oct, 2023","Blue Euphoria, GL-D199OBEY",New Delhi
101,Don't touch big items Flipkart waste service,1,LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor,Chirala,"Jun, 2024","Blue Euphoria, GL-D199OBEY",Chirala
102,Very bad product,1,LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor,Jamshedpur,"May, 2024","Blue Euphoria, GL-D199OBEY",Jamshedpur
103,Everyday sounds aathe hai.waste ofmoney,1,LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor,East Godavari District,"Apr, 2024","Blue Euphoria, GL-D199OBEY",East Godavari District
104,"Very very very poor quality
Hlw gyes Don't buy this product because
Doesn't cooling this refrigerator and very very very small",1,LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor,Byasanagar,"Apr, 2024","Blue Euphoria, GL-D199OBEY",Byasanagar
105,Damage product,1,LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor,Ahmedabad,"Feb, 2024","Blue Euphoria, GL-D199OBEY",Ahmedabad
106,"Sir, this fridge is 3 months old.",1,LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor,Bengaluru,"Feb, 2024","Blue Euphoria, GL-D199OBEY",Bengaluru
107,The dimensions mentioned on Flipkart and the product I received had different dimensions. I have requested several times to return this product as the dimensions mentioned on the Flipkart website were wrong. But I didn't receive any support.,1,LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor,Teleni Para,"Dec, 2023","Blue Euphoria, GL-D199OBEY",Teleni Para
108,Very bad product. Always dropping water.,1,LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor,Kulti,"Nov, 2023","Blue Euphoria, GL-D199OBEY",Kulti
109,"Delivery guys attitude need to be changed....otherwise customer will not happy........

After using 10days updating the review

The product not good as mentioned in leble power consumption 150 per year but it's consuming per day 2 units that means per year consumption is 720+ units ...very bad product",1,LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor,Guntur District,"Oct, 2023","Blue Euphoria, GL-D199OBEY",Guntur District
110,"There is no vegetable basket ,there is no key and user manual,waste of money 😠😠😠😠😠",1,LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor,Tumakuru,"Jun, 2023","Blue Euphoria, GL-D199OBEY",Tumakuru
111,Not good choice,1,LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor,Coimbatore,"Jun, 2023","Blue Euphoria, GL-D199OBEY",Coimbatore
112,"Waste product ... don't buy this product.... Return policy not accepting...
I can't expect this type product from LG company",2,LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor,Bellary,"May, 2024","Blue Euphoria, GL-D199OBEY",Bellary
113,More heat only,2,LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor,Theni District,"May, 2024","Blue Euphoria, GL-D199OBEY",Theni District
114,Ok ok,2,LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor,Jehanabad District,"Mar, 2024","Blue Euphoria, GL-D199OBEY",Jehanabad District
115,The parts are not perfect placed in The fridge .they are fixed loose,2,LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor,Anantapur,"Dec, 2023","Blue Euphoria, GL-D199OBEY",Anantapur
116,Good product,2,LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor,Patan,"Jun, 2023","Blue Euphoria, GL-D199OBEY",Patan
117,Old model,3,LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor,Khaga,"Jul, 2024","Blue Euphoria, GL-D199OBEY",Khaga
118,Good,3,LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor,Bansgaon,"May, 2024","Blue Euphoria, GL-D199OBEY",Bansgaon
119,Ok good,3,LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor,Bengaluru,"May, 2024","Blue Euphoria, GL-D199OBEY",Bengaluru
120,Good,3,LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Smart Inverter Compressor,Chilakaluripet,"Apr, 2024","Blue Euphoria, GL-D199OBEY",Chilakaluripet
