,text,star,hp_data,city,transformed_date,product_num,state
277,Worst Experience ever.,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White",Kolkata,"Apr, 2024","TS-Q12CNXE, Copper Condenser",Kolkata
278,No cooling waste of money,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White",Polur,"Apr, 2024","TS-Q12CNXE, Copper Condenser",Polur
279,"Writing my review after using it for 1 month.
1. Lg claims about viraat mode is fake. It doesn't cool the room in viraat mode.
2. In normal mode after 15-20 minutes ac goes in the inverter mode. It again doesn't cool the room.
3. Highly unsatisfied with the product.",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White",Jabalpur,"Apr, 2024","TS-Q12CNXE, Copper Condenser",Jabalpur
280,One of the bad purchases I made in recent times.,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White",Talikkulam,"Apr, 2024","TS-Q12CNXE, Copper Condenser",Talikkulam
281,Kharab quality,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White",Gir Somnath District,"Apr, 2024","TS-Q12CNXE, Copper Condenser",Gir Somnath District
282,Worst product. Waste of money. Refrain buying high value product from Flipkart,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White",Lucknow,"Apr, 2024","TS-Q12CNXE, Copper Condenser",Lucknow
283,Not good,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White",Ghatampur,"Apr, 2024","TS-Q12CNXE, Copper Condenser",Ghatampur
284,Modrate product,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White",Prithvipur,"Apr, 2024","TS-Q12CNXE, Copper Condenser",Prithvipur
285,Very bad product,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White",Secunderabad,"Apr, 2024","TS-Q12CNXE, Copper Condenser",Secunderabad
286,"Don't buy this ac,it is not cooling from day 1.",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White",Allahabad,"Apr, 2024","TS-Q12CNXE, Copper Condenser",Allahabad
287,"Waste money low quality product
11x12 Room Not Cooling 2 Month use",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White",South Twenty Four Parganas District,"Apr, 2024","TS-Q12CNXE, Copper Condenser",South Twenty Four Parganas District
288,Ac doer nunchi water vasthunae complant echanu vachi chusi vellaru kani problem enka clear avva ledhu service baga ledhu,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White",Nellore,"Apr, 2024","TS-Q12CNXE, Copper Condenser",Nellore
289,Very bad experience,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White",Bijpur,"Apr, 2024","TS-Q12CNXE, Copper Condenser",Bijpur
290,"Ac takes too much time to cool , also if I put it on 24 room temp show 26 after running 1hr.",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White",Mahesana,"Apr, 2024","TS-Q12CNXE, Copper Condenser",Mahesana
291,Worst product,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White",Indore,"Apr, 2024","TS-Q12CNXE, Copper Condenser",Indore
292,Outdoor unit noise is unbearable,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White",Suryapet District,"Apr, 2024","TS-Q12CNXE, Copper Condenser",Suryapet District
293,"Flipkart provides the worst customer service which I've observed these days. My AC delivered on time but they didn't have a good brand authorised partner in Hyderabad so that my installation was not done for a week which is bad. I had wasted my time and money by believing their promised date of installation everyday. If you are planning to get this one Flipkart, I would suggest not to do that.",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White",Hyderabad,"Apr, 2024","TS-Q12CNXE, Copper Condenser",Hyderabad
294,"The product is not good, not cooling even in 16 degrees",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White",Hyderabad,"Apr, 2024","TS-Q12CNXE, Copper Condenser",Hyderabad
295,This is not performing as per requirement and also the efficiency is not good,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White",Jajapur,"Apr, 2024","TS-Q12CNXE, Copper Condenser",Jajapur
296,"Low cooling capacity and noise is very high, I'm using
Since 15 days of time",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White",Srikakulam District,"Apr, 2024","TS-Q12CNXE, Copper Condenser",Srikakulam District
297,Too much cost,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White",Yerraguntla,"Apr, 2024","TS-Q12CNXE, Copper Condenser",Yerraguntla
298,"Not getting cooling, Blue star is best.",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White",Proddatur,"Apr, 2024","TS-Q12CNXE, Copper Condenser",Proddatur
299,Cooling problem and outdoor problem,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White",Chennai,"Apr, 2024","TS-Q12CNXE, Copper Condenser",Chennai
300,"Waste of money . AC not working till one month of installation. Installed by Jeeves company authorized from LG but both are blaming on one another
I request not to purchase from flipkart
As it lie there as waste of money
Junk",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Alwar,"May, 2023","TS-Q17XNXE2, Copper Condenser",Alwar
301,"I purchased this LG A. C. on 17 April 23..The most horrible experience ever... My A. C. Is just not working... Even if I run it on 16 the room is hot.. I don't understand what is it .. I have an IFB ac in my hometown. It's 3 years old.. I have to wear a blanket even if I put it on 27 degree C..
But this LG AC.. I get a feeling that iv been fooled.. I'm a very nice guy.. Normally i never complain of things... But this time the experience has been really disastrous... I have problem when it ge...
READ MORE",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Kalyan,"Apr, 2023","TS-Q17XNXE2, Copper Condenser",Kalyan
302,"If you want to buy a white showpiece for your bedroom then go ahead otherwise BIG NO. Worst service experience. Flipkart would not accept return/exchange if you need to. The indoor unit has serious water leakage issues, so this showpiece can be used as bedside shower.",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Madhyamgram,"Apr, 2023","TS-Q17XNXE2, Copper Condenser",Madhyamgram
303,Totally waste of money. company is not refund my money as per their policy which was not mentioned during purchase. That is why i am not using this and i have put it in the store room. thanks Flipkart 🙏🙏🙏,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Charkhi Dadri,"May, 2022","TS-Q17XNXE2, Copper Condenser",Charkhi Dadri
304,"This model don't have 4 way swing, it's actual ton is 1.3 because it's cooling capacity is 4400w, they are cheating us and selling it as 1.5 ton compare with other ac brands",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Erode,"Feb, 2024","TS-Q17XNXE2, Copper Condenser",Erode
305,"Do not buy any product from Flipkart
Not cooling
Ac remote stop working within a month",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Kolkata,"Mar, 2022","TS-Q17XNXE2, Copper Condenser",Kolkata
306,"Worst service from flipkart and jeeves ,wrong instllation done of indoor and outdoor unit ,continuous water leakage from Indoor unit ,no service support as continously following up from day of installation ,still no positive response",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Boisar,"Mar, 2022","TS-Q17XNXE2, Copper Condenser",Boisar
307,My ac is not getting temperature less than 23,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Bela Pratapgarh,"Apr, 2022","TS-Q17XNXE2, Copper Condenser",Bela Pratapgarh
308,Watter leek in outdoor pipe line indoor,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Tiruvallur,"Apr, 2022","TS-Q17XNXE2, Copper Condenser",Tiruvallur
309,Third class AC very very slow cooling,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Raichur,"May, 2022","TS-Q17XNXE2, Copper Condenser",Raichur
310,Not giving cool instent cooling i m not satisfied with this product ....,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Munger,"Apr, 2022","TS-Q17XNXE2, Copper Condenser",Munger
311,Please do not buy from here. AC is not cooling at all.,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Mainpuri,"Apr, 2022","TS-Q17XNXE2, Copper Condenser",Mainpuri
312,Not energy efficient. Not as per company spoken.,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Gwalior,"May, 2023","TS-Q17XNXE2, Copper Condenser",Gwalior
313,"Installation not good, water lekeage issue after 10 days",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Mathura District,"Apr, 2022","TS-Q17XNXE2, Copper Condenser",Mathura District
314,It worked a week and cooling rate dropped drastically. May be I received the defective one.,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Hyderabad,"Apr, 2022","TS-Q17XNXE2, Copper Condenser",Hyderabad
315,Very bad product,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Bharthana,"Aug, 2024","TS-Q17XNXE2, Copper Condenser",Bharthana
316,Not energy seving,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Junagadh,"Aug, 2024","TS-Q17XNXE2, Copper Condenser",Junagadh
317,Plz don't buy ....it's not working,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Gorakhpur,"Aug, 2024","TS-Q17XNXE2, Copper Condenser",Gorakhpur
318,No cooling heavy electricity bill. Better to buy bluestar 1 tonn ac,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Hisar District,"Jul, 2024","TS-Q17XNXE2, Copper Condenser",Hisar District
319,Product is very nice but service is not that good as my AC has cooling issue and not resolved by company or installation team..also known that the LG company and installation tema was different so ensure while installing,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Panch Mahals District,"Jul, 2024","TS-Q17XNXE2, Copper Condenser",Panch Mahals District
320,Very worst product,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Madurai,"Jul, 2024","TS-Q17XNXE2, Copper Condenser",Madurai
321,"Not a good product and installation by service partner is worst, installation tacnician is unexperienced . Thay made my new ac into old ac. Ac is not cooling room",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Firozpur,"Jul, 2024","TS-Q17XNXE2, Copper Condenser",Firozpur
322,Worst experience,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Pimpri Chinchwad,"Jul, 2024","TS-Q17XNXE2, Copper Condenser",Pimpri Chinchwad
323,Cooling is very bad,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Guwahati,"Jul, 2024","TS-Q17XNXE2, Copper Condenser",Guwahati
324,Very bad Cooling problem,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Sendhwa,"Jul, 2024","TS-Q17XNXE2, Copper Condenser",Sendhwa
325,Not good products,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Rohtas District,"Jul, 2024","TS-Q17XNXE2, Copper Condenser",Rohtas District
326,Please don't get this ..... LG is completely fraud and Flipkart never sends people to install this product.. we have ordered this on May 1 and we have not yet recieved a person to install the same..,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Kelambakkam,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Kelambakkam
327,It's cooling power is soo poor,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Khongapani,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Khongapani
328,"Worst product, Cooling issue from 2nd week, The 3rd party installation provided by flipkart is worst ,they don't even know to properly install it , no response while calling and lg team also not taking.
Totally hate the purchase.",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Thoraipakkam,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Thoraipakkam
329,"Worst ac I ever seen. After 10 days, colling process became pathetic. I have raised complaints but no solution so far. Don't buy these kind of products from Flipkart.",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Giridih,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Giridih
330,Indoor machine -no nitrogen gas,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Chennai,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Chennai
331,After Installation water leakage problem. Same problem still exists. Cooling takes more time than other Acs. Fan speed is very very very low even in 5th speed.,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Raniganj,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Raniganj
332,Very bad product and technician not good the installation cooling very low very bad not recommended by everyone,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Saran District,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Saran District
333,"Outdoor is very noisy
Cooling is okay",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Samastipur District,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Samastipur District
334,Please don't buy this product cooling 0% design 100% Quality of LG appliances decrease with time please buy another brand ac and save money Worst quality 😔,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Tundla,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Tundla
335,Please never buy. Very less cooling,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Rupnagar,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Rupnagar
336,"Please don't buy any electronics from Flipkart, I got this AC and it never worked from day 1. They wouldn't help with replacement and just point you to LG customer service. I'm not buying anymore products from Flipkart.",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Coimbatore,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Coimbatore
337,"It is only 1.25 Ton AC.

4400 W is 1.25 Ton",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Pen,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Pen
338,20 days installation not cooling bad product not,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Kanpur,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Kanpur
339,Terrible product.,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",New Delhi,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",New Delhi
340,Don't buy the AC from Flipkart. AC has been delivered on 2nd of June but No service engineer is coming for installation even after the elapse of 1 month. Customer care executives are non cooperative. It is not worth buying. I will rate it 0 star,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Mandi District,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Mandi District
341,Worst service by flipkart. My Ac delivered on 1st june and till now no installation done. Many follow up done by my side but no result. Flipkart team only giving fast comment daily. If someone want same pain which I get then go ahead or take another option.,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Jaipur,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Jaipur
342,"I bought this AC and it's not cooling at all. Previously I owned a LG qc which was good in all aspects. DONT BUY THIS AC OTHERWISE YOU WILL LOOSE YOUR MONEY.

0 COOLING EVEN ON VIRAT MODE

WORST AC MODEL",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Gurugram,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Gurugram
343,"Don't buy this AC, company labelling it as 1.5 toh AC, but it's not. It's 1.25 ton AC.

Don't
Don't
Don't
Don't buy it..
LG good for other appliances but not good in AC.
It won't work at 48 degree

Also it takes 2 hours to cool room
Don't buy if you want chilled cooling.

This AC is a normal cooler.",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Bahadurgarh,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Bahadurgarh
344,This unit not able to maintaine the cooling effect in the room. If the room temprature is 32*c and we have set the temprature at 28*c then it will take 3 to 4 hour to reached the set temprature. My room size is 160sft. Room is air packed also.,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Agra,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Agra
345,"I am reviewing after using this AC for ~6 months. It is not like LG's old ACs.
It takes too much time for cooling even 12x10 room. I registered compain to LG and their technician also accepted that this AC takes time to cool.
My neighbour's 1 ton AC cools room faster than this AC.
Other issue is remote is without light in display. so in the night it creates problem.",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Ahmedabad,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Ahmedabad
346,Average Performance.... cooling Condition is not Sufficient in HC Position,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Vayalar,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Vayalar
347,"AC is good but installation was very poor, charged extra for outdoor unit installation, no cover taping on pipe they did like free fund job. They didn't even carried their foldable steps. Really pathetic. 3rd class installation, installed without outdoor unit side cover.",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Araria,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Araria
348,Product is not working properly,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Moradabad,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Moradabad
349,Cooling is very low,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Amritsar,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Amritsar
350,Don't buy wastage of money it do nor provide cooling in the recommended size room. Pls don't buy it .,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Bhogpur,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Bhogpur
351,Very poor and low quality products and waste of money don't buy this product very bad experience also not good customer service,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Lunkaransar,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Lunkaransar
352,It is very expensive in this amount,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White",Lormi,"Jun, 2024","TS-Q17XNXE2, Copper Condenser",Lormi
