,title,text,transformed_date,star,product_num,hp_data
0,Picture Quality and Sound effect,I had bought so many tv of LG from showroom...This is my first order from online due to effective offers...so that my concern is about picture Quality and the sound quality is not good as I compare my older lg tv .. colour is not natural and Sound base is not louder... overall tv design is good features is good... performance is better...if you want a louder speaker and a good picture Quality then you will not go for this...This is my observation...,"Aug, 2024",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
1,It's an overpriced tv,"The 14000 for the tv and 1000 extra for magic remote there is no bundle offer.Tv does not support Android the weight is okay ui is smooth, sound is adequate for a long room overall it's a good budget branded tv not a value for money","Aug, 2024",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
2,Sound Quality not too good,"Good Apps, Color not too good and Sound quality not too good.","Aug, 2024",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
3,Okay,Exchange offer does not work. The person in physical who comes for exchange will give bla bla reasons not to do exchange old tv,"Aug, 2024",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
4,Lg tv,"It old model tv
Working normaly
Nothing special","Jul, 2024",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
5,Value for money.,Good TV under this price Range.,"Jul, 2024",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
6,ONLY BETTER FOR YOUR PARENTS,At this tv price you can get many tvs better than this tv so choose wisely,"Jul, 2024",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
7,ryash2802@gmail.com,Best quality,"Jun, 2024",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
8,Awesome,Compression to others brands it's awesome but little bit higher than other brands,"Jun, 2024",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
9,Least user friendly,"Avoid if are buying for your parent. Buy some android tv , avoid lg os

almost 14k and yet no Bluetooth , so this is also bad","Aug, 2024",2,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
10,Display best quality and running Jio tv only running LG own app,Very Bad,"May, 2024",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
11,This is a VA panel and not IPS,"Play Video
As advertised in all platforms and in description it says IPS panel, but it's a VA panel. Do not buy in this price range. You can easily get a IPS panel.","Aug, 2024",2,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
12,Good product,"Everything is good, but Audio jack (3.5mm jack) not given. So it's too difficult to connect speakers directly.
Otherwise picture quality is good enough.
Requesting LG to add Audio port (3.5mm port).
Thanks to LG and AMAZON 👍","Mar, 2024",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
13,Build quality,Build quality not good,"Apr, 2024",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
14,Not that smart!,Responsiveness is not up to the mark. Takes time to perform your order. Picture quality is better but not the best.Sound quality could have been better.Over all not satisfied.,"Jul, 2024",2,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
15,Cost too high,"5.1 surround sound in specification but tv has only 2 speakers also LG is not providing voice remote in rs14000, returned on same day and purchased sansui 56"" With voice control remote for rs29000.","Mar, 2024",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
16,Not IPS panel,Whoever trying or thinking for buying this tv..please remember this is not a IPS panel TV its VPA panel..so please think twice. So view angle will be little white and front angle will be good..but in IPS panel all side view will be superb and same as front angle.,"Jan, 2024",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
17,Okay okay,"Web OS is not real good, I have fire stick and that's real gem. Lot of games, apps and ease of use. Web OS have only a few things and lack a lot of useful things.
Other things are okay in TV.","Mar, 2024",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
18,The LG technician called after 3 days of delivery,"The TV is good and delivered in perfect condition.
But the worst part is that, the LG technician called us after 3 days of delivery. When we asked technician why did it take 3 days to contact us, he said that Amazon notified them just now. Either Amazon notified LG very late or LG technician called us very late.
We told the technician that we have already set up the TV there is no need for you to come over.","Oct, 2023",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
19,Average,Quality & sound just ok. Not looks like premium,"Mar, 2024",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
20,Good,Like,"Mar, 2024",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
21,NEED TO REDUCE RATE,okay good but need to reduce product price,"Mar, 2024",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
22,Worst Picture Quality,Don't buy this product just for the sake of low price when compared to other similar products. Picture quality is the worst. It's been a month-old TV but looks like a five or more years-old TV. Don't buy and suffer like me. I would recommend please spend some additional amount and go for Sony/Samsung,"Jul, 2024",1,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
23,Star rating,It's only 1 star. But they didn't mention the product details,"Feb, 2024",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
24,No blueetooth,Thought as it is a smart tv it will also support Bluetooth but it doesn't.,"Jun, 2024",2,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
25,Like others smart TV,This TV is very nice but colour are not very good good but good 😊,"Dec, 2023",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
26,Qulatiy,Picture and sound quality good,"Jan, 2024",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
27,Good,Display is good...,"Jan, 2024",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
28,टेलीविजन में स्क्रेच पड़े हुए हैं,"टेलीविजन पर स्क्रेच पड़े हुए हैं
डिलिवरी एसोसिएट ने न फोन किया और न आने की जानकारी दी और टेलीविजन(ओपन घ बोकस) भी नहीं किया, और टेक्निशियन आयेंगे तो खोलकर दिखा देंगे","Aug, 2024",1,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
29,❗️,Did not get the remote control,"Jan, 2024",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
30,Facing auto shutdown issue,"TV is getting auto switchoff, we need replacement for the same.
this is happing every 5 min.","Dec, 2023",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
31,"Good service but, poor display, poor sound (compared to other brands)","Service is excellent, they charge more money for service but honestly, you can go for other TVs for quality panel and sound.","Nov, 2023",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
32,Avg experience,"Compare to other LG tvs, the screen quality is avg","Jan, 2024",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
33,TV is good but panel quality has to improve,"Connectivity is excellent, appearance is good but panel quality has to improve,performance is excellent, color is good, smartness is good,value for money means has give more options like ips panel and android.","Oct, 2023",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
34,Please don't purchase,This is not smart tv,"Aug, 2024",1,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
35,Wall Mounting Issue,Tv is pretty thick and if you are mounting on wall it'll be away from wall by almost 15 cm,"Dec, 2023",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
36,Don't buy this TV.,"After one year of use, my TV stopped working. Do not buy this TV.","Aug, 2024",1,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
37,"Thick bezel,","Thick bezel, looks outdated, colour so so","Dec, 2023",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
38,Worst,Bekar,"Aug, 2024",1,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
39,Waste of money,No satisfied with the performance and sound quality,"Aug, 2024",1,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
40,LED fluid lead to screen damage.,"Dear All,
I have puchased this TV in the month of Oct ‘24 and now 5th month I have started getting this screen damage from yesterday night. It was working fine till yesterday morning. Don’t know what is the issue.","Feb, 2024",2,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
41,Karimnagar service station worst service,Tv delivered 4 days before but no update from Karimnagar LG service centre for installation. It’s worst service from LG.,"Jul, 2024",1,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
42,Shahrukh Pathan,voice search feature should be in builted.,"May, 2024",2,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
43,Nice,Good product,"Dec, 2023",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
